model,product_name,author,text,rating,date_added
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Aamna Vawda,I like the pictures,5,2022-09-13
480813,U.S. 2020 Fruits & Vegetables Forever Stamps,Kindle Customer janet w.,Waht a Great looking stamp !!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Nancy Bradford,Well made and looks great!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Ashlee Stephens,Good stuff,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Jessa Betian,Stamps were delivered secretly and promptly. I like the design too.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Mary Claeson,came as described. These also came fast so I didn't have to go to the post office.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Marilyn DiCenzi,2 designs. Normal price for stamps,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,W. J. Plein,Nice images and came quick,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,AZ,As expected,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,JohnnyU,it help was good for business or other,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,D. Forrest,"Good way to get stamps fast , without going to the post office.",4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Andrew California,very beautiful,4,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,t persons,I'm happy I was able too order this.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Janet Ryan,Nothing to dislike.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,L Jeane,Great value and quick delivery,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,gayleb,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Patty Broadie,They were sticky. My mail got delivered they're stamps,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Aamna Vawda,"Very cute to buy, I USD them twice now and I love them",5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Nathybelle,The item arrived very quickly and was in great condition Two thumbs up!,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Lori Windsor,"I want to keep this letter simple and to the point. When used as directed w/ basic letters like to your friend across the state, to send out payments, etc, it works. Just a word of advice, when you are about to send the letter, take it to the post office and ask how many stamps your letter needs. You may need two. It sounds like I don't know much about stamps, which is accurate because I am in my earlier 20s who had to Google, ""How to send a Letter"" in order to actually send one.",5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Trever,"I usually purchase certain style stamps for occasions, however, these caught my eye as I was only browsing for a new set of stamps. I guess I didn't pay attention to the size of the stamps because when they arrived I was shocked and excited to see they're much larger than normal forever stamps, I didn't realize that was a thing. I appreciate these so much they'll probably become my go-to stamps for most occasions.",5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,V. S. Kilgore,Beautiful stamps. Seller packaged them so they arrived in mint condition. They were much nicer and arrived sooner than I expected.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Amy B. Auth,Beautiful for a gift !!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mary Neufeld,These beat a trip to that Post Office line any day!!!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Nancy L Czarnecki,Like them and for the valueto,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,StacyL,These made perfect presentations during summer and spring mailing. Loved them!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Janet Hoffman,Liked the design and quality.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Esther,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,APACHECAT,I'm happy I was able too order this.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Cindy Busfield me,Nothing to dislike.,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Renee,Great value and quick delivery,5,2022-09-13
121204,US 2021 Colorado Hairstreak Stamps Forever,Amy B. Auth,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Margaret,GOT THEM FAST AND WILL BUY AGAIN,4,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Penny Smith,An easy way to get stamps and stationery supplies when leaving home isn't an option.,4,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Careful buyer,"Nothing was disliked or bad news. I loved the stamps and will order again, for the convenience.",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Big Small,Love these stamps. 2nd time ordered. Great delivery and price.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,B. E. Nutt,How do you review a stamp.LOL,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Anni,The stamps adhered to the envelops securely. They arrived in a timely manner and can be used for any occasion.,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Margaret,I got these stamps to use for baby shower thank you card’s they are super cute but again they are stamps so nothing special.,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,V. A. Trammell,"Love this style since I’m an avid letter writer and more than any other time, our world needs love.",5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Anni,Wedding invitation stamps that are colorful and interesting design,5,2022-09-13
199705,1997 U.S. Forever Postage Stamps Celebrating Bugs Bunny,Margaret,I LOVE IT . IM CONSTANTLY MAILING THINGS OUT. AND I RAN OUT OF STAMPS . NOW IM BACK ON POINT. YOU CAN’T BEAT CONVIENCE. AND THE DESIGN IS SO BEAUTIFUL.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,wiggles,Love these postcard stamps!,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Alberta Graham,Quality of the stamp and what it represents.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Jaydeenie,I want more!!!,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,Senior,Needed some stamps and they look cool. Does the job.,5,2022-09-13
578204,U.S. Love 2022 Forever Stamps Wedding,wiggles,These are fantastic! Look even better once you receive them! These are beyond adorable and support a great cause. Highly suggest !,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Tyler Stores,Great value and quick delivery,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Emily Parker Robert Stallings,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Tiffany,They were sticky. My mail got delivered they're stamps,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Pollyanna,They were sticky. My mail got delivered they're stamps,5,2022-09-13
485633,2021 U.S. Espresso Drinks Forever Postage Stamps,Casey Baldwin,Very beautiful!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Annie Hendry,I LOVE IT . IM CONSTANTLY MAILING THINGS OUT. AND I RAN OUT OF STAMPS . NOW IM BACK ON POINT. YOU CAN’T BEAT CONVIENCE. AND THE DESIGN IS SO BEAUTIFUL.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,V. A. Trammell,"My fiancé and I did, and they look spectacular!",5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,NKB,These stamps are gorgeous. Thank you!,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,Lori5of7,The product was in great shape and I needed them.,5,2022-09-13
760504,2019 USA Star Ribbon Forever Stamps,V. West,"Great communication you even let me know that it was going to be delayed for a day and now one day later, here they are! I am very impressed. If you are also asking about the pop-up greeting cards they are absolutely splendid. Life is good with you guys! Thank you",5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Candace Mathews,I used these for my wedding invitations and loved them! They’re very cute and I got so many compliments!,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,V. West,"They're stamps, they're not holiday themed which is nice.",5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,K.D.,Used for my wedding invatations and rsvp cards perfect,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Anni,Wedding invitation stamps that are colorful and interesting design,5,2022-09-13
201705,2017 US Wedding Celebration Corsage Two Ounce Forever Stamps,Deartra Poulson,Just love these stamps! So adorable!,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Larry M Muehl,So conveniently delivered to my mailbox avoiding having to come into contact with people during these sad dangerous covit-19 times,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,KHW,Thks,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Rosie,Very interesting mix of various holiday stamps,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,marje,Easy,5,2022-09-13
683504,US 2021 Otters in Snow Forever Stamps,Brendon,I enjoyed getting them in the handy little zip lock bag.,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Karen,It a first class stamp and reasonable price. Good deal,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,A Solomon,Just what I wanted.,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,tammy burroughs Donna maloney,Good stuff,5,2022-09-13
480706,2019 Holiday Wreaths Forever US First Class Postage Stamps,Patty Broadie,Great!!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Linda Stephens,Quality of the stamp and what it represents.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Barb Stokes,I really like the stamps and enjoy affixing them upon a envelope.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,April,Highly satisfied with this purchase!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,norma schattel,Quality of the stamp and what it represents.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Fredrick J. Reynolds Nomie,I want more!!!,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,V. S. Kilgore,Good product.....forever stamps!,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,SHAWN,"Love putting these beautiful stamps on Birthday Cards, Thank You Cards and Anniversary Cards.",5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Diane Arnold worm,"Adhension good. Not sure about the value of money, but delivery is really quickly. I think it is a good way to buy stamps.",5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Charlie Couture Deanna R. Miller,Easy and convenient instead of going to the post office!,5,2022-09-13
577704,US 2021 Happy Birthday Stamps Forever,Linda Fitzgerald,Beautiful stamps. Happy with them,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,V. A. Trammell,"Love this style since I’m an avid letter writer and more than any other time, our world needs love.",5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Margaret,I LOVE IT . IM CONSTANTLY MAILING THINGS OUT. AND I RAN OUT OF STAMPS . NOW IM BACK ON POINT. YOU CAN’T BEAT CONVIENCE. AND THE DESIGN IS SO BEAUTIFUL.,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,V. A. Trammell,"My fiancé and I did, and they look spectacular!",5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Deartra Poulson,These stamps are gorgeous. Thank you!,5,2022-09-13
201512,2015 US Geometric Snowflakes Forever Postage Stamps,Diane S.,Priced very well. Delivered promptly. No surprises very dependable. Would buy from them again.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Thucydides,MAIL SPEICAL LETTERS,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,mikki thiele,Convenient,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Norm H.,Creative!,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Miss OCD @ 67,I like it cause it was convenient got them in the mail didn't have to go out,4,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,TamRN Diane Johnson,The stamps arrived super fast and in perfect condition.,4,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Nancy Bradford,I like the funny designs. Came in perfect condition!,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Ashlee Stephens,"I bought the Mix Of 20 Stamps for a good price to & Didn't have to go out in cold weather either .""",5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Jessa Betian,Ha! It was just flags! But it was here in a day. So that's okay. Worked for me.,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Mary Claeson,Was unhappy that only one style was recd,5,2022-09-13
632507,2020 US 'Winter Scenes' Forever Postage Stamps,Marilyn DiCenzi,Used it to mail bills,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Aamna Vawda,"Well packed, not waded up!",5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Nathybelle,Very good quality,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Lori Windsor,I would definitely buy again,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,Trever,easy-peasy way of buying postage stamps,5,2022-09-13
565124,US 2021 Love Forever Stamps Wedding,V. S. Kilgore,GOT THEM FAST AND WILL BUY AGAIN,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Barbara J Rock KB,They were just what I was looking for. I will be reordering again and again!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Nancy Bradford,A great way to buy stamps during the pandemic.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Ashlee Stephens,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Jessa Betian,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
